Cycle_1_VChg,Cycle_1_dQdVChg_Smooth,Cycle_1_VDChg,Cycle_1_dQdVDChg_Smooth,Cycle_2_VChg,Cycle_2_dQdVChg_Smooth,Cycle_2_VDChg,Cycle_2_dQdVDChg_Smooth,Cycle_3_VChg,Cycle_3_dQdVChg_Smooth,Cycle_3_VDChg,Cycle_3_dQdVDChg_Smooth,Cycle_4_VChg,Cycle_4_dQdVChg_Smooth,Cycle_4_VDChg,Cycle_4_dQdVDChg_Smooth,Cycle_5_VChg,Cycle_5_dQdVChg_Smooth,Cycle_5_VDChg,Cycle_5_dQdVDChg_Smooth
3.6055,99.44132109623122,2.4993,-28.917960359439594,3.142,2.188524986146045,2.5,-30.28676193194069,3.1231,3.5042772890401275,2.5,-29.102951867745375,3.1098,2.4584076102446955,2.4993,-27.225055667475434,3.1001,3.4833636060908377,2.5,-28.229152297929858
3.607488628762542,252.23159226691763,2.5047779264214047,-29.84779105543486,3.145538795986622,11.998423071177221,2.505477591973244,-30.40438577986865,3.126702006688963,12.038118217407755,2.505478595317726,-29.352127523165276,3.1134464882943145,12.619435145825957,2.504781939799331,-27.520224291033674,3.103778929765886,13.109513970877252,2.505480602006689,-28.198800339981073
3.609477257525084,405.0218634376042,2.510255852842809,-30.77762175143014,3.149077591973244,21.808321156208397,2.5109551839464883,-30.522009627796614,3.1303040133779265,20.57195914577538,2.5109571906354513,-29.601303178585184,3.1170929765886286,22.780462681407215,2.510263879598662,-27.815392914591914,3.1074578595317726,22.735664335663664,2.5109612040133777,-28.168448382032288
3.6114658862876254,567.9350663911628,2.515733779264214,-31.282851100900196,3.152616387959866,31.1017110198535,2.5164327759197325,-30.369991019598867,3.1339060200668896,30.624794081529224,2.516435785953177,-29.696021385508388,3.120739464882943,31.40125189969357,2.5157458193979934,-28.590486649187124,3.111136789297659,31.18633116883123,2.516441806020067,-27.798626363923546
3.6134545150501673,746.1049445005281,2.5212117056856185,-31.882823855545496,3.1561551839464883,43.23170462779124,2.5219103678929766,-31.08878502945239,3.137508026755853,40.73249695896638,2.521914381270903,-30.256376104598154,3.1243859531772573,42.267365044581645,2.5212277591973242,-29.040501320406523,3.114815719063545,42.01564738291969,2.521922408026756,-28.95654343032548
3.6154431438127093,886.5399708487569,2.5266896321070234,-32.27078903404643,3.15969397993311,53.63576221529132,2.527387959866221,-31.426710628078055,3.141110033444816,53.00658394530202,2.527392976588629,-30.55948040319386,3.128032441471572,52.0297165917623,2.5267096989966555,-29.688658059806095,3.118494648829431,52.22952380952363,2.527403010033445,-28.791967492029904
3.617431772575251,961.1761408229669,2.532167558528428,-32.22032277102788,3.1632327759197323,65.1092366821035,2.532865551839465,-31.657739317711794,3.144712040133779,61.12906220984177,2.5328715719063544,-30.82820597675574,3.131678929765886,61.832981748141805,2.5321916387959864,-29.776374925489677,3.1221735785953175,60.35727272727244,2.5328836120401337,-29.005276968580908
3.6194204013377926,1097.2452068617506,2.5376454849498327,-32.60313002422505,3.1667715719063545,72.08110328382507,2.538343143812709,-32.1225579184555,3.1483140468227426,69.48932219127207,2.5383501672240802,-30.98352070274139,3.1353254180602006,65.99189355082144,2.5376735785953177,-30.578324892211974,3.125852508361204,66.21550449550519,2.5383642140468226,-29.627143467386656
3.6214090301003345,1203.1427290055392,2.543123411371237,-33.36456327115148,3.1703103678929767,79.33906688088706,2.5438207357859532,-32.717676472276,3.1519160535117057,75.39709068399819,2.543828762541806,-31.85474828026505,3.1389719063545147,72.80167537986526,2.5431555183946486,-30.81739470846592,3.1295314381270902,71.61219696969718,2.543844816053512,-30.042427726721794
3.6233976588628765,1248.2332660612196,2.548601337792642,-33.22229041680049,3.1738491638795985,84.15430173581703,2.5492983277591974,-32.29176611640569,3.1555180602006687,80.77746827607442,2.5493073578595316,-31.334269377137332,3.1426183946488293,77.63612461402107,2.54863745819398,-31.08073245770965,3.1332103678929766,75.3648484848487,2.5493254180602007,-30.03310283397944
3.6253862876254184,1297.603991478862,2.554079264214047,-33.70633984681217,3.1773879598662207,89.65409696625971,2.5547759197324416,-32.81739732161924,3.159120066889632,82.93221912720462,2.5547859531772574,-32.27742453014359,3.146264882943144,81.35192148949886,2.554119397993311,-31.316800940176527,3.136889297658863,78.13030303030169,2.5548060200668896,-30.58881719463873
3.62737491638796,1379.7073662966625,2.5595571906354513,-34.07717198851462,3.180926755852843,94.8177550956108,2.5602535117056857,-33.31837424186824,3.1627220735785952,89.2986691426812,2.5602645484949833,-32.34176950832798,3.149911371237458,85.82958818673758,2.559601337792642,-31.87399589205302,3.140568227424749,83.14727272727264,2.5602866220735785,-31.190235306343524
3.6293635451505017,1461.525395223739,2.565035117056856,-34.567108289069104,3.1844655518394647,98.72942065967287,2.56573110367893,-33.460777021660526,3.1663240802675583,92.38180129990693,2.565743143812709,-32.82814100346844,3.1535578595317726,89.46666055214104,2.565083277591973,-32.141179392866,3.144247157190635,84.92519480519394,2.5657672240802674,-31.013423426928313
3.6313521739130437,1494.6384123780715,2.5705130434782606,-34.66280635344939,3.188004347826087,102.82581986579798,2.571208695652174,-33.588065290844824,3.169926086956522,95.81739399566712,2.5712217391304346,-32.645373276902966,3.1572043478260867,92.85897721465798,2.5705652173913043,-32.28693268479016,3.1479260869565215,87.76770562770466,2.5712478260869567,-31.88788054948553
3.6333408026755856,1584.5988900100888,2.5759909698996655,-35.34972573994765,3.191543143812709,106.13629101579036,2.576686287625418,-34.49794653931727,3.173528093645485,100.15351284432225,2.5767003344481605,-33.71085403820581,3.1608508361204013,93.53170599616377,2.576047157190635,-32.80667503667628,3.151605016722408,89.756363636364,2.5767284280936456,-32.24771668598765
3.635329431438127,1736.7373023881526,2.58146889632107,-35.30553350836243,3.195081939799331,110.55382289008682,2.5821638795986623,-34.61816557511963,3.1771301003344483,103.18662952646407,2.5821789297658864,-33.7982627498376,3.1644973244147154,98.90305420526468,2.5815290969899665,-33.32381538007708,3.1552839464882942,94.6763636363631,2.5822090301003344,-32.6875122449477
3.637318060200669,1978.755465859486,2.586946822742475,-35.510104401990844,3.198620735785953,110.73811549003031,2.5876414715719065,-34.78756054869705,3.1807321070234114,104.99721448467848,2.5876575250836122,-33.949344394493814,3.16814381270903,99.19410559784782,2.5870110367892973,-33.10393915360568,3.1589628762541806,95.65090909090947,2.5876896321070233,-32.757104208619836
3.639306688963211,2393.116380760166,2.5924247491638797,-35.83784113803587,3.2021595317725753,115.4704974325044,2.5931190635451506,-35.15895306712126,3.1843341137123744,107.61819870009293,2.5931361204013377,-34.56619796648948,3.1717903010033446,104.00256810052304,2.5924929765886287,-34.38274052833749,3.162641806020067,100.54363636363632,2.593170234113712,-33.59960130997699
3.6412953177257528,2737.1476622939526,2.597902675585284,-36.169814685693474,3.205698327759197,117.11558453832299,2.598596655518395,-35.54465848495165,3.187936120401338,110.72980501392755,2.5986147157190636,-35.17090938688919,3.1754367892976587,104.98919039320782,2.5979749163879595,-34.48179710595572,3.166320735785953,102.52233766233864,2.5986508361204015,-34.08342533162078
3.6432839464882942,3331.812983518262,2.603380602006689,-36.38645614396673,3.2092371237458193,122.39188842534251,2.604074247491639,-35.62325263030337,3.191538127090301,112.42348675774802,2.6040933110367894,-35.36353091997324,3.1790832775919733,110.16050628267575,2.603456856187291,-34.89663775692901,3.169999665551839,106.52363636363532,2.6041314381270904,-34.14619419117349
3.645272575250836,3768.0558358559033,2.6088585284280934,-37.152207094428974,3.2127759197324415,126.72211196169195,2.609551839464883,-36.33738455307324,3.1951401337792644,116.91364902506847,2.609571906354515,-35.87128380440976,3.1827297658862874,109.87251215261936,2.6089387959866217,-35.100512476351966,3.1736785953177256,107.49818181818398,2.6096120401337792,-34.82730212972166
3.647261204013378,4289.825092499164,2.6143364548494983,-37.71455318802773,3.2163147157190632,128.91125602494827,2.6150294314381273,-37.15203321529349,3.1987421404682275,118.32311977715986,2.6150505016722407,-36.656845703779034,3.186376254180602,114.87052493197686,2.614420735785953,-36.4814023956256,3.177357525083612,110.84181818181814,2.615092642140468,-35.45102825410262
3.64924983277592,4245.557797959418,2.6198143812709027,-37.60418828988547,3.2198535117056855,130.70283212046726,2.6205070234113714,-37.32151635559183,3.2023441471571905,123.32033426184003,2.6205290969899666,-36.97856256230381,3.190022742474916,114.4382280106407,2.6199026755852843,-35.85824537857979,3.1810364548494983,112.73333333333434,2.620573244147157,-36.2624336364128
3.651238461538462,4481.560713084413,2.6252923076923076,-38.25665995076321,3.2233923076923077,134.53548813911527,2.6259846153846156,-37.54770118451043,3.205946153846154,123.27948003714164,2.6260076923076925,-36.98260179476354,3.1936692307692307,119.80477195005415,2.625384615384615,-36.679122689267196,3.1847153846153846,115.3190476190452,2.6260538461538463,-35.84939281136744
3.6532270903010033,4578.890010090816,2.6307702341137125,-38.85652829374922,3.22693110367893,136.43322937340722,2.6314622073578597,-38.3730582103034,3.209548160535117,127.70155192996276,2.631486287625418,-37.956353477552284,3.197315719063545,121.44337731423855,2.6308665551839465,-37.612537689166814,3.188394314381271,118.14883116883207,2.631534448160535,-36.75005540333704
3.6552157190635453,4677.605112681062,2.636248160535117,-38.90469503634732,3.2304698996655516,135.36842768484257,2.636939799331104,-38.36536817683821,3.21315016722408,130.1583764425001,2.636964882943144,-38.00622672608058,3.2009622073578594,124.69045216912583,2.6363484949832774,-37.92886340066811,3.192073244147157,119.57090909090817,2.637015050167224,-37.56453286142458
3.657204347826087,4634.409687184621,2.641726086956522,-39.12999917029813,3.234008695652174,141.87600415839574,2.642417391304348,-38.46647942362458,3.2167521739130436,134.19312906221188,2.6424434782608697,-38.224874346301036,3.204608695652174,127.4413769910425,2.6418304347826087,-37.764931974858555,3.1957521739130432,121.77636363636383,2.642495652173913,-37.54244217976772
3.659192976588629,4918.558134319899,2.647204013377926,-40.1238217792983,3.237547491638796,142.9184387108963,2.6478949832775918,-39.27858690658593,3.2203541806020066,135.31476323119668,2.647922073578595,-38.90162383250272,3.208255183946488,130.89241493167117,2.6473123745819396,-38.97076861819773,3.1994311036789296,122.60303030302856,2.647976254180602,-38.21634125896221
3.6611816053511705,5130.7422356765865,2.652681939799331,-40.103710035188485,3.241086287625418,147.5734132609691,2.6533725752508364,-39.855141042869086,3.2239561872909697,138.67409470751906,2.653400668896321,-39.667062685200804,3.2119016722408027,132.0370540218269,2.652794314381271,-39.39167836008647,3.203110033444816,127.97212121212284,2.653456856187291,-39.415847928250685
