Voltage_Charge_Peaks_Cycle_1,dQdV_Charge_Peaks_Cycle_1,Voltage_DisCharge_Peaks_Cycle_1,dQdV_DisCharge_Peaks_Cycle_1,Voltage_Charge_Peaks_Cycle_2,dQdV_Charge_Peaks_Cycle_2,Voltage_DisCharge_Peaks_Cycle_2,dQdV_DisCharge_Peaks_Cycle_2,Voltage_Charge_Peaks_Cycle_3,dQdV_Charge_Peaks_Cycle_3,Voltage_DisCharge_Peaks_Cycle_3,dQdV_DisCharge_Peaks_Cycle_3,Voltage_Charge_Peaks_Cycle_4,dQdV_Charge_Peaks_Cycle_4,Voltage_DisCharge_Peaks_Cycle_4,dQdV_DisCharge_Peaks_Cycle_4,Voltage_Charge_Peaks_Cycle_5,dQdV_Charge_Peaks_Cycle_5,Voltage_DisCharge_Peaks_Cycle_5,dQdV_DisCharge_Peaks_Cycle_5,Voltage_Charge_Peaks_Cycle_6,dQdV_Charge_Peaks_Cycle_6,Voltage_DisCharge_Peaks_Cycle_6,dQdV_DisCharge_Peaks_Cycle_6,Voltage_Charge_Peaks_Cycle_7,dQdV_Charge_Peaks_Cycle_7,Voltage_DisCharge_Peaks_Cycle_7,dQdV_DisCharge_Peaks_Cycle_7,Voltage_Charge_Peaks_Cycle_8,dQdV_Charge_Peaks_Cycle_8,Voltage_DisCharge_Peaks_Cycle_8,dQdV_DisCharge_Peaks_Cycle_8
3.685045150501672,7962.293979145519,3.3976799331103678,-3271.615686753346,3.5241899665551837,5169.811927039113,3.39832508361204,-3289.6906419180314,3.5229227424749165,5142.703187867544,3.3984896321070233,-3309.4703213072453,3.5218531772575252,5187.391849338059,3.403820066889632,-3342.7254794297464,3.5231769230769228,5140.106666666712,3.39881872909699,-3340.170867150801,3.521408695652174,5145.509964829954,3.404464882943144,-3370.0122025625296,3.521708695652174,5124.043068640647,3.3991478260869568,-3348.7232355273254,3.521501337792642,5074.140350877293,3.4041511705685616,-3385.0318147629105
3.7148745819397995,6119.314945621594,3.5620177257525083,-6681.505586421712,3.6091210702341137,2552.6717701540133,3.5626528428093645,-6712.087760003412,3.6093709030100336,2522.477870628283,3.562847491638796,-6733.603565105797,3.60936889632107,2530.855727781401,3.562796321070234,-6713.426067150582,3.6077923076923075,2544.6896969697204,3.563236789297659,-6766.359512621862,3.606708695652174,2514.2946463461963,3.55794983277592,-6680.83750254225,3.611166889632107,2512.861372812922,3.563626086956522,-6718.154903515877,3.6077321070234114,2506.0160570919206,3.563185618729097,-6762.301640544054
3.8043628762541806,3187.8742011435397,,,3.672819397993311,7522.899536905899,,,3.670605016722408,7646.386258124405,,,3.6713591973244144,7536.287871839504,,,3.6703341137123746,7434.823030303097,,,3.6697565217391306,7473.513091051308,,,3.670805685618729,7446.22296994169,,,3.6714678929765885,7560.9313113290955,,
,,,,3.8072936454849495,3057.0026462526744,,,3.80748127090301,3035.086350974914,,,3.8062792642140466,3051.5105934146377,,,3.8064545150501674,3023.292727272744,,,3.806978260869565,3052.672919109087,,,3.8049929765886286,3008.726783310887,,,3.80643779264214,3002.4632768361353,,
