Cycle ID,Status,Peak No,Amplitude,Mean,Sigma,Area
29,Charge,2,7386.1597040181605,3.6912205387571184,0.03501307176973333,648.2445018343847
29,Discharge,1,-3258.1981099485624,3.384136680592955,-0.026161915472339693,213.66675765436145
29,Discharge,2,-6606.0519764766095,3.5408008279943246,0.05212703376458063,-863.1672082534528
30,Charge,1,5052.467329507137,3.5416459998507652,-0.013342771930746601,-168.98163613374675
30,Charge,2,7419.1103567726095,3.6889557948810205,0.03697316462395912,687.5881601424984
30,Discharge,1,-3298.070631596065,3.38544614800658,-0.022318837226301676,184.5106553092591
30,Discharge,2,-6608.205182383959,3.542113226848556,0.05420594887287808,-897.8843553442184
31,Charge,1,5013.598730936585,3.5395527975421945,0.013129084190295145,164.99619887014342
31,Charge,2,7420.424742910533,3.686309899434834,0.03215756359150584,598.1386086879946
31,Discharge,1,-3276.8801755152836,3.387114499669328,0.0264377071946661,-217.15722511312944
31,Discharge,2,-6603.331369375797,3.5426749068493724,0.05361678634205672,-887.4702546477736
32,Charge,1,5169.642588524714,3.53633000664108,0.012921401696789223,167.44033359397514
32,Charge,2,7407.594171420116,3.681967585379549,0.02926667617629978,543.4261308233591
32,Discharge,1,-3369.5079654127794,3.38859095906724,0.021952765153774007,-185.41533620865113
32,Discharge,2,-6629.381037212477,3.5429590972417864,-0.04159006091519379,691.1184266813232
33,Charge,1,5022.039936291172,3.535854593445464,0.013443344389307778,169.23002578840493
33,Charge,2,7448.953945112197,3.6822845482548106,0.02794305858635289,521.7460437782345
33,Discharge,1,-3355.197778398778,3.3887992625963568,-0.02247767373892477,189.04248734058746
33,Discharge,2,-6585.583935144678,3.5460159908098214,-0.05118468081441431,844.9367947607099
34,Charge,1,5110.345699911692,3.53461045552816,0.012135122952674595,155.44773378419174
34,Charge,2,7537.1598386213045,3.6805296530269276,0.025559568075024727,482.89328920899146
34,Discharge,1,-3356.870791979446,3.389472494086894,-0.022410469626940297,188.57126612280786
34,Discharge,2,-6613.653189474261,3.5466450812347574,0.048204459894813645,-799.1320940197679
35,Charge,1,4980.1199368870475,3.5329318095022586,-0.012345424966389639,-154.11176008367588
35,Charge,2,7453.9389169248325,3.6810645479885764,0.03076921972182812,574.8999180963272
35,Discharge,1,-3327.745392840253,3.391412786795941,-0.023158288850161777,193.1730298168539
35,Discharge,2,-6598.52742069923,3.547080408449012,-0.048001631158861795,793.9496388332738
36,Charge,1,5068.324771307477,3.5327463734482016,-0.012230009165460895,-155.3750039836598
36,Charge,2,7398.067483789618,3.679726573637021,0.03141898230813294,582.640052976257
36,Discharge,1,-3360.4261242923158,3.3915968405102412,-0.022632579039341884,190.6418888150568
36,Discharge,2,-6596.277410118977,3.5487896692606027,-0.052245857656053094,863.8547167327943
37,Charge,1,5031.009330160674,3.5317716341545657,-0.012426189853864502,-156.70506778633157
37,Charge,2,7388.804108733088,3.6801001781382507,0.03673826714429924,680.4289055308592
37,Discharge,1,-3329.10278792871,3.3866031594591117,-0.022701686971736496,189.44156360725867
37,Discharge,2,-6631.8359967077995,3.5437564119615566,-0.05248861599901255,872.5470076757856
38,Charge,1,5090.471952773327,3.5377716586422916,-0.012504331288190184,-159.55427849529457
38,Charge,2,7432.213138913398,3.6817085993351544,0.025160531623867326,468.73556126662487
38,Discharge,1,-3350.6496048353483,3.3878100853922746,-0.022684737472399092,190.52532253839965
38,Discharge,2,-6574.23615287913,3.542742542424755,0.0466545055627809,-768.8273523099687
39,Charge,1,5120.08212291881,3.5355415304958644,-0.012747385566325596,-163.60176436155587
39,Charge,2,7425.995992630228,3.681595847151581,0.029914624167006344,556.8371418584559
39,Discharge,1,-3365.86994066554,3.389898657374311,-0.022548188762397694,190.23872499911235
39,Discharge,2,-6597.381386336988,3.5475719566908466,-0.04974140646014572,822.5827274566541
40,Charge,1,5103.60227230149,3.5343800344410656,-0.012955824272760083,-165.7417061221564
40,Charge,2,7383.466286357984,3.6801752757292348,0.03208422688730003,593.8022094521256
40,Discharge,1,-3337.41497074891,3.3911442052825156,-0.022974062958564016,192.19317034957265
40,Discharge,2,-6595.073741373342,3.54730729960221,-0.04750680708211574,785.353950472444
41,Charge,1,5002.659319005446,3.532393346120867,-0.013172623484222228,-165.18216009289566
41,Charge,2,7463.162105510948,3.6792065472287154,0.02845437112230863,532.3065383856369
41,Discharge,1,-3332.848400747683,3.39337772007134,-0.023642229585210745,197.51219896745798
41,Discharge,2,-6620.49059172799,3.548085316373844,-0.04590061935999198,761.7257772766849
42,Charge,1,5082.354561125012,3.531972885248987,-0.012718902684350887,-162.03339742598948
42,Charge,2,7387.70311061118,3.676321352471393,0.028339586191389068,524.7988477152314
42,Discharge,1,-3338.769179660566,3.3934045024062245,-0.023448302864083725,196.24009478055854
42,Discharge,2,-6545.504897739111,3.549002117347982,0.05064273298873986,-830.9027974651851
43,Charge,1,4964.715440958196,3.5310871197748424,-0.012878869326339,-160.27361487536254
43,Charge,2,7429.653945994886,3.6775636877140654,0.027048651694688473,503.7373366269096
43,Discharge,1,-3323.838524653362,3.393616824628961,-0.023488733100384705,195.69937760369535
43,Discharge,2,-6559.48727810884,3.5485155837351847,-0.04836109281807907,795.162580352291
44,Charge,1,5056.147129641136,3.531150195373291,-0.012706914981056543,-161.04593286881973
44,Charge,2,7404.024628916185,3.6775262815097283,0.030709171032005343,569.9357271076311
44,Discharge,1,-3350.460156427486,3.3938358309627943,-0.023296742339739173,195.65438615659204
44,Discharge,2,-6583.595292825393,3.548500894365067,-0.04635465823254987,764.9735932557955
45,Charge,1,5032.110200663667,3.5303480055356644,-0.0129220636554315,-162.99412603921274
45,Charge,2,7439.556730684488,3.6764246318113334,0.02762144964162973,515.0904070279915
45,Discharge,1,-3332.5174635327767,3.394498530961964,-0.023660374422649073,197.6441576407029
45,Discharge,2,-6583.767585506647,3.5496216574334976,-0.04769811942709098,787.1648306058529
46,Charge,1,5050.61474759292,3.5298425937433806,-0.012787411598827505,-161.8888064197946
46,Charge,2,7423.740690539292,3.6747277481146328,0.02625505842595421,488.5687858732728
46,Discharge,1,-3414.453442676353,3.3870103313799853,-0.021571058598535114,184.62163303380228
46,Discharge,2,-6595.977279033089,3.5419571904122793,-0.047623762742665735,787.3952509535953
47,Charge,1,5029.895521950285,3.536895023906722,0.013306467930636029,167.76899001513019
47,Charge,2,7413.605807608208,3.6821430494397234,0.027335405874393516,507.9780552209515
47,Discharge,1,-3352.152241753408,3.388403899674189,-0.02245457162015384,188.67677429018084
47,Discharge,2,-6587.475631981445,3.542471790817143,-0.042176576509319136,696.4345060542823
48,Charge,1,5082.058373897931,3.534677537971738,-0.012545977383988093,-159.8210883009776
48,Charge,2,7461.117520381094,3.6800526551165516,0.026746175225777304,500.2136057863501
48,Discharge,1,-3322.521141548925,3.3905131048236186,-0.02356665486401068,196.27077115635066
48,Discharge,2,-6576.877031565111,3.5465068461363067,-0.05406796647978735,891.352920844909
49,Charge,1,4986.3463650093745,3.5333739432219033,0.013413470744997368,167.65385464828515
49,Charge,2,7429.3124316737085,3.6806394816459074,0.03168093782197356,589.9790440136679
49,Discharge,1,-3351.6485081711435,3.3914464439959424,-0.023185993336911452,194.7933417835004
49,Discharge,2,-6587.495146697782,3.5500831442286986,-0.05490552537504039,906.6220847061452
50,Charge,1,5041.0215509368045,3.5317079165699607,-0.012503073164614353,-157.98842181465164
50,Charge,2,7401.7166620575235,3.6769989830796868,0.02670481059102687,495.4637580900135
50,Discharge,1,-3371.7104558398837,3.3934001831758565,-0.023427092355428045,197.99699386397668
50,Discharge,2,-6595.051209025492,3.5477807717172403,-0.0463251860920294,765.8174867731374
